Summary of prime v5.0.2023 in python
Intel(R) Core(TM) i3-10100 CPU @ 3.60GHz
     last       time in microseconds
          100   155.7 
         1000   816.3 
        10000   4292.6 
       100000   68319.6 
      1000000   930771.0 
     10000000   17205166.5 
     25000000   58618372.5 
    100000000   368555010.4 
   1000000000   8439869322.5 
