Summary of prime v5.0.2023 in python
Intel(R) Xeon(R) CPU           X5550  @ 2.67GHz
     last       time in microseconds
          100   627.3 
         1000   1186.4 
        10000   7623.1 
       100000   116512.9 
      1000000   1632497.3 
     10000000   30854279.8 
     25000000   106393322.0 
    100000000   671099443.9 
   1000000000   15673296733.8 
