Summary of prime v5.0.2023 in python
Intel(R) Core(TM) i7-6820HQ CPU @ 2.70GHz
     last       time in microseconds
          100   409.1 
         1000   907.1 
        10000   9996.3 
       100000   122370.6 
      1000000   1906288.3 
     10000000   37226216.4 
     25000000   99327607.2 
    100000000   526456684.7 
   1000000000   27472800714.7 
