Summary of prime v0.9.1990 in python
Intel(R) Core(TM) i3-10100 CPU @ 3.60GHz
     last       time in microseconds
          100   130.7 
         1000   1540.0 
        10000   25622.7 
       100000   557646.6 
      1000000   13996360.4 
     10000000   375115314.7 
     25000000   1364184461.2 
    100000000   9799778342.3 
   1000000000   261300601386.4 
