Summary of prime v5.0.2023 in python
Intel(R) Core(TM) i5-2520M CPU @ 2.50GHz
     last       time in microseconds
          100   275.9 
         1000   1815.0 
        10000   7775.6 
       100000   103844.2 
      1000000   1830261.4 
     10000000   36032346.9 
     25000000   114784427.4 
    100000000   713353372.4 
   1000000000   18877767696.8 
