Calculating prime numbers in Arduino C v5.4.2023
2023/12/21
ESP32-C3 OTG USB with 160 MHz

Get previous results for this ESP32-C3:
    last        seconds   
         100    0.000528
        1000    0.005168
       10000    0.055167
      100000    0.620651
     1000000    7.621645
    10000000    106.676842
    25000000    0.000000
   100000000    0.000000
  1000000000    0.000000
  2147483647    0.000000
  4294967295    0.000000
