Summary of prime v1.1.2000 in python
Intel(R) Xeon(R) CPU           X5550  @ 2.67GHz
     last       time in microseconds
          100   97.1 
         1000   1499.0 
        10000   26655.7 
       100000   620664.8 
      1000000   14439110.4 
     10000000   385969817.4 
     25000000   1409575020.3 
    100000000   10275299882.4 
   1000000000   279719653319.8 
