Summary of prime v1.0.1991 in python
Intel(R) Core(TM) i3-10100 CPU @ 3.60GHz
     last       time in microseconds
          100   48.4 
         1000   717.3 
        10000   12661.8 
       100000   280495.0 
      1000000   7652345.4 
     10000000   193347736.6 
     25000000   690731548.6 
    100000000   4950526447.8 
   1000000000   136965605779.5 
