Summary of prime v5.4.2024 in python
Intel(R) Core(TM) i5-8500T CPU @ 2.10GHz
     last       time in microseconds
          100   334.3 
         1000   707.2 
        10000   5889.5 
       100000   82059.1 
      1000000   1280808.9 
     10000000   24481801.4 
     25000000   89927550.5 
    100000000   551613163.2 
   1000000000   11990476664.1 
   2147483647   38236242812.1 
   4294967295   104094651224.7 
