Summary of prime v5.0.2023 in python
Apple M1
     last       time in microseconds
          100   36.333 
         1000   170.0 
        10000   1703.0 
       100000   24008.417 
      1000000   425789.75 
     10000000   8472547.375 
     25000000   28084733.208 
    100000000   180884162.0 
   1000000000   4092582225.917 
