Summary of prime v1.1.2000 in python
Intel(R) Core(TM) i5-2520M CPU @ 2.50GHz
     last       time in microseconds
          100   235.6 
         1000   2214.9 
        10000   25632.3 
       100000   575529.8 
      1000000   14574511.4 
     10000000   394983498.0 
     25000000   1491171293.7 
    100000000   10672338771.5 
   1000000000   268350361238.9  or 74h 32min 30s
