Summary of prime v1.0.1991 in python
Intel(R) Xeon(R) CPU           X5550  @ 2.67GHz
     last       time in microseconds
          100   112.7 
         1000   1532.2 
        10000   34118.4 
       100000   633776.6 
      1000000   15135554.7 
     10000000   377564319.7 
     25000000   1380046016.5 
    100000000   10134258478.1 
   1000000000   275399620702.2 
