Summary of prime v5.4.2025 in python
ARMv7 Processor rev 5 (v7l)
     last       time in microseconds
          100   624.448 
         1000   4319.806 
        10000   46790.464 
       100000   633585.885 
      1000000   9916456.204 
     10000000   184960480.86 
     25000000   615834449.222 
    100000000   4021385631.729 
   1000000000   93852089368.073 
   2147483647   322347854479.24 
   4294967295   894664352767.785 
